UserId;SlideId;Date;Time
17;13;2014-09-03;14:00:06
5;23;2014-09-03;14:00:22
20;7;2014-09-03;14:01:37
29;0;2014-09-03;14:03:15
29;1;2014-09-03;14:05:18
29;2;2014-09-03;14:06:10
0;6;2014-09-03;14:09:10
11;6;2014-09-03;14:09:54
26;4;2014-09-03;14:10:52
30;12;2014-09-03;14:13:38
11;18;2014-09-03;14:13:51
26;5;2014-09-03;14:15:27
18;14;2014-09-03;14:16:32
27;3;2014-09-03;14:18:06
0;7;2014-09-03;14:18:43
27;4;2014-09-03;14:19:04
27;5;2014-09-03;14:19:15
31;10;2014-09-03;14:19:29
28;8;2014-09-03;14:19:40
30;13;2014-09-03;14:20:01
32;33;2014-09-03;14:21:02
20;8;2014-09-03;14:27:47
11;7;2014-09-03;14:27:47
18;15;2014-09-03;14:28:04
3;15;2014-09-03;14:29:04
28;2;2014-09-03;14:30:13
18;16;2014-09-03;14:34:19
28;18;2014-09-03;14:34:37
2;29;2014-09-03;14:35:07
11;8;2014-09-03;14:37:41
8;32;2014-09-03;14:39:35
20;9;2014-09-03;14:41:13
8;20;2014-09-03;14:41:56
22;3;2014-09-03;14:43:06
11;17;2014-09-03;14:44:30
22;4;2014-09-03;14:45:31
33;0;2014-09-03;14:45:48
33;1;2014-09-03;14:47:29
8;21;2014-09-03;14:48:58
3;16;2014-09-03;14:50:10
8;22;2014-09-03;14:51:16
27;6;2014-09-03;14:56:06
27;7;2014-09-03;14:56:53
0;8;2014-09-03;14:59:18
27;8;2014-09-03;14:59:44
2;30;2014-09-03;14:59:52
2;33;2014-09-03;14:59:54
2;31;2014-09-03;15:00:14
33;2;2014-09-03;15:00:40
27;9;2014-09-03;15:01:58
31;11;2014-09-03;15:03:50
19;3;2014-09-03;15:04:19
34;6;2014-09-03;15:05:15
3;17;2014-09-03;15:06:39
19;4;2014-09-03;15:07:17
19;5;2014-09-03;15:07:33
7;16;2014-09-03;15:09:25
35;14;2014-09-03;15:10:03
26;6;2014-09-03;15:10:14
18;17;2014-09-03;15:10:41
36;1;2014-09-03;15:11:25
36;13;2014-09-03;15:11:32
26;7;2014-09-03;15:13:42
2;32;2014-09-03;15:14:42
34;3;2014-09-03;15:16:47
3;18;2014-09-03;15:18:14
3;19;2014-09-03;15:18:28
37;25;2014-09-03;15:19:21
38;13;2014-09-03;15:22:00
39;0;2014-09-03;15:22:04
18;18;2014-09-03;15:22:42
8;23;2014-09-03;15:23:59
39;1;2014-09-03;15:25:23
37;26;2014-09-03;15:27:12
39;2;2014-09-03;15:29:23
40;3;2014-09-03;15:30:58
18;19;2014-09-03;15:32:19
40;4;2014-09-03;15:33:02
7;17;2014-09-03;15:33:16
41;12;2014-09-03;15:35:10
40;5;2014-09-03;15:35:39
40;6;2014-09-03;15:35:42
8;24;2014-09-03;15:37:20
12;33;2014-09-03;15:37:59
38;14;2014-09-03;15:39:39
41;13;2014-09-03;15:39:41
34;4;2014-09-03;15:42:14
34;5;2014-09-03;15:43:19
12;23;2014-09-03;15:44:01
42;20;2014-09-03;15:44:24
43;0;2014-09-03;15:46:04
12;32;2014-09-03;15:46:33
42;21;2014-09-03;15:46:41
0;9;2014-09-03;15:49:34
42;22;2014-09-03;15:49:57
11;9;2014-09-03;15:50:28
37;27;2014-09-03;15:51:59
7;18;2014-09-03;15:55:33
38;15;2014-09-03;15:57:18
42;23;2014-09-03;16:00:23
44;38;2014-09-03;16:10:14
30;15;2014-09-03;16:10:21
42;24;2014-09-03;16:10:26
34;7;2014-09-03;16:10:55
45;0;2014-09-03;16:13:11
11;10;2014-09-03;16:14:00
46;15;2014-09-03;16:14:30
25;4;2014-09-03;16:17:55
47;0;2014-09-03;16:18:07
46;18;2014-09-03;16:19:28
34;8;2014-09-03;16:20:40
25;5;2014-09-03;16:21:10
45;1;2014-09-03;16:22:40
48;0;2014-09-03;16:22:53
34;9;2014-09-03;16:23:25
49;14;2014-09-03;16:23:59
47;1;2014-09-03;16:24:03
37;28;2014-09-03;16:24:16
48;1;2014-09-03;16:25:24
8;25;2014-09-03;16:26:50
47;2;2014-09-03;16:27:38
42;25;2014-09-03;16:28:06
45;2;2014-09-03;16:28:41
42;26;2014-09-03;16:31:41
50;20;2014-09-03;16:33:47
37;29;2014-09-03;16:34:49
51;0;2014-09-03;16:36:07
7;19;2014-09-03;16:36:31
51;1;2014-09-03;16:37:22
52;6;2014-09-03;16:37:37
50;21;2014-09-03;16:38:06
11;11;2014-09-03;16:38:32
42;27;2014-09-03;16:40:20
52;7;2014-09-03;16:41:08
53;21;2014-09-03;16:41:22
50;22;2014-09-03;16:41:38
53;22;2014-09-03;16:42:54
34;10;2014-09-03;16:45:00
11;33;2014-09-03;16:47:56
42;28;2014-09-03;16:48:50
42;29;2014-09-03;16:52:51
37;30;2014-09-03;16:53:01
51;2;2014-09-03;16:53:39
42;30;2014-09-03;17:01:54
26;19;2014-09-03;17:03:30
37;31;2014-09-03;17:05:22
50;23;2014-09-03;17:05:51
37;32;2014-09-03;17:07:10
42;31;2014-09-03;17:08:20
54;1;2014-09-03;17:10:13
55;29;2014-09-03;17:10:23
42;32;2014-09-03;17:10:47
37;33;2014-09-03;17:10:48
56;0;2014-09-03;17:11:16
50;24;2014-09-03;17:11:47
56;1;2014-09-03;17:12:00
56;2;2014-09-03;17:12:06
56;3;2014-09-03;17:12:21
53;23;2014-09-03;17:12:22
37;1;2014-09-03;17:13:42
11;12;2014-09-03;17:13:51
57;29;2014-09-03;17:14:29
56;15;2014-09-03;17:15:13
58;4;2014-09-03;17:15:59
58;5;2014-09-03;17:16:22
52;8;2014-09-03;17:16:51
53;24;2014-09-03;17:17:31
59;4;2014-09-03;17:19:07
11;13;2014-09-03;17:19:21
59;6;2014-09-03;17:20:02
52;9;2014-09-03;17:21:55
54;2;2014-09-03;17:23:15
26;8;2014-09-03;17:23:56
60;21;2014-09-03;17:24:36
55;30;2014-09-03;17:24:40
26;9;2014-09-03;17:26:15
55;31;2014-09-03;17:31:47
61;6;2014-09-03;17:32:09
57;30;2014-09-03;17:34:38
61;7;2014-09-03;17:34:40
52;10;2014-09-03;17:37:13
62;14;2014-09-03;17:40:54
57;31;2014-09-03;17:40:57
61;8;2014-09-03;17:44:51
63;3;2014-09-03;17:44:51
57;33;2014-09-03;17:45:57
51;3;2014-09-03;17:46:07
61;9;2014-09-03;17:47:29
64;0;2014-09-03;17:48:24
65;10;2014-09-03;17:49:55
64;1;2014-09-03;17:50:00
64;2;2014-09-03;17:50:21
66;3;2014-09-03;17:50:25
52;11;2014-09-03;17:51:02
66;4;2014-09-03;17:52:17
66;5;2014-09-03;17:53:55
11;16;2014-09-03;17:57:08
11;15;2014-09-03;17:57:13
11;14;2014-09-03;17:57:38
25;6;2014-09-03;17:58:35
25;7;2014-09-03;18:02:25
5;24;2014-09-03;18:08:09
62;15;2014-09-03;18:08:18
52;12;2014-09-03;18:13:31
62;16;2014-09-03;18:13:46
52;13;2014-09-03;18:17:26
8;26;2014-09-03;18:29:56
61;10;2014-09-03;18:34:48
61;11;2014-09-03;18:38:58
67;0;2014-09-03;18:39:37
67;18;2014-09-03;18:40:05
67;15;2014-09-03;18:46:48
67;32;2014-09-03;18:51:11
68;9;2014-09-03;18:57:08
68;10;2014-09-03;19:09:02
67;33;2014-09-03;19:13:34
68;11;2014-09-03;19:17:26
13;10;2014-09-03;19:18:27
14;14;2014-09-03;19:19:21
13;11;2014-09-03;19:22:05
69;6;2014-09-03;19:30:17
69;7;2014-09-03;19:32:26
14;15;2014-09-03;19:37:54
70;12;2014-09-03;19:38:22
14;16;2014-09-03;19:38:34
14;30;2014-09-03;19:40:09
14;33;2014-09-03;19:40:19
70;13;2014-09-03;19:45:29
43;1;2014-09-03;19:50:15
70;14;2014-09-03;20:02:29
14;17;2014-09-03;20:18:58
14;18;2014-09-03;20:20:50
8;27;2014-09-03;20:24:55
70;15;2014-09-03;20:27:20
71;0;2014-09-03;20:53:33
71;1;2014-09-03;20:57:30
70;16;2014-09-03;20:57:53
71;2;2014-09-03;20:58:09
71;18;2014-09-03;20:58:27
72;3;2014-09-03;21:01:47
72;4;2014-09-03;21:03:10
72;5;2014-09-03;21:07:25
70;17;2014-09-03;21:08:49
72;6;2014-09-03;21:38:26
72;7;2014-09-03;21:40:35
72;8;2014-09-03;21:42:38
38;16;2014-09-04;02:12:36
38;17;2014-09-04;02:24:03
38;18;2014-09-04;02:35:17
30;14;2014-09-04;02:43:24
38;19;2014-09-04;02:55:48
30;16;2014-09-04;03:05:48
73;0;2014-09-04;03:18:21
73;1;2014-09-04;03:19:15
73;2;2014-09-04;03:25:12
74;14;2014-09-04;03:31:09
73;3;2014-09-04;03:46:44
73;4;2014-09-04;03:47:56
73;5;2014-09-04;03:48:27
75;0;2014-09-04;03:50:56
75;1;2014-09-04;03:53:39
75;2;2014-09-04;03:54:07
74;15;2014-09-04;03:55:20
30;17;2014-09-04;03:55:38
73;6;2014-09-04;04:02:49
73;7;2014-09-04;04:03:48
73;8;2014-09-04;04:06:03
74;16;2014-09-04;04:06:14
73;9;2014-09-04;04:07:49
76;3;2014-09-04;04:16:03
76;4;2014-09-04;04:17:55
73;10;2014-09-04;04:24:21
73;11;2014-09-04;04:25:52
74;17;2014-09-04;04:31:19
73;12;2014-09-04;04:41:28
73;13;2014-09-04;04:42:16
74;18;2014-09-04;04:55:50
73;14;2014-09-04;04:56:17
73;15;2014-09-04;04:58:36
73;16;2014-09-04;05:00:29
34;19;2014-09-04;05:08:08
18;20;2014-09-04;05:09:48
73;17;2014-09-04;05:09:52
18;21;2014-09-04;05:12:06
18;22;2014-09-04;05:16:11
73;18;2014-09-04;05:21:32
73;19;2014-09-04;05:27:20
73;20;2014-09-04;05:48:16
73;21;2014-09-04;05:52:34
73;22;2014-09-04;05:54:27
77;0;2014-09-04;05:57:49
77;1;2014-09-04;05:58:31
77;2;2014-09-04;05:58:38
13;12;2014-09-04;06:00:13
13;13;2014-09-04;06:01:32
14;1;2014-09-04;06:05:42
14;3;2014-09-04;06:05:50
14;4;2014-09-04;06:05:52
14;5;2014-09-04;06:06:07
14;2;2014-09-04;06:06:24
73;23;2014-09-04;06:11:13
73;24;2014-09-04;06:15:45
17;14;2014-09-04;06:22:27
73;25;2014-09-04;06:23:08
78;0;2014-09-04;06:25:19
78;1;2014-09-04;06:29:58
73;26;2014-09-04;06:30:55
79;1;2014-09-04;06:32:03
78;2;2014-09-04;06:37:20
76;5;2014-09-04;06:37:30
73;27;2014-09-04;06:41:24
17;15;2014-09-04;06:43:07
80;6;2014-09-04;06:48:19
80;7;2014-09-04;06:52:19
80;8;2014-09-04;07:00:28
73;28;2014-09-04;07:02:42
80;9;2014-09-04;07:03:08
79;4;2014-09-04;07:03:09
79;5;2014-09-04;07:07:47
73;29;2014-09-04;07:08:43
17;16;2014-09-04;07:14:13
73;30;2014-09-04;07:21:12
81;3;2014-09-04;07:29:16
73;31;2014-09-04;07:30:06
80;10;2014-09-04;07:30:14
73;32;2014-09-04;07:32:31
80;11;2014-09-04;07:34:33
82;0;2014-09-04;07:51:29
81;4;2014-09-04;07:52:10
81;5;2014-09-04;07:53:25
83;0;2014-09-04;07:54:43
83;2;2014-09-04;07:55:53
83;3;2014-09-04;07:56:06
83;4;2014-09-04;07:56:18
83;5;2014-09-04;07:56:27
83;18;2014-09-04;07:56:41
84;0;2014-09-04;07:57:25
84;1;2014-09-04;07:57:58
84;3;2014-09-04;07:58:01
84;2;2014-09-04;07:58:02
84;4;2014-09-04;07:58:04
84;5;2014-09-04;07:58:05
84;6;2014-09-04;07:58:06
84;7;2014-09-04;07:58:08
84;9;2014-09-04;07:58:09
84;11;2014-09-04;07:58:10
84;13;2014-09-04;07:58:11
85;14;2014-09-04;08:01:12
85;15;2014-09-04;08:02:49
86;1;2014-09-04;08:11:35
43;2;2014-09-04;08:12:39
87;3;2014-09-04;08:17:48
81;6;2014-09-04;08:18:06
81;7;2014-09-04;08:19:08
87;4;2014-09-04;08:19:35
87;5;2014-09-04;08:20:03
81;8;2014-09-04;08:23:29
81;9;2014-09-04;08:25:03
88;3;2014-09-04;08:30:14
43;3;2014-09-04;08:30:22
89;20;2014-09-04;08:32:03
43;4;2014-09-04;08:33:15
89;21;2014-09-04;08:33:39
88;4;2014-09-04;08:36:03
89;22;2014-09-04;08:36:15
89;23;2014-09-04;08:56:46
90;0;2014-09-04;08:56:59
90;1;2014-09-04;08:58:23
91;0;2014-09-04;09:09:48
91;14;2014-09-04;09:10:01
18;23;2014-09-04;09:10:18
73;33;2014-09-04;09:10:33
89;24;2014-09-04;09:11:24
91;13;2014-09-04;09:11:58
91;8;2014-09-04;09:12:12
91;9;2014-09-04;09:12:13
18;24;2014-09-04;09:16:35
88;5;2014-09-04;09:18:15
86;3;2014-09-04;09:25:00
86;4;2014-09-04;09:26:17
86;5;2014-09-04;09:26:39
18;25;2014-09-04;09:29:47
17;17;2014-09-04;09:30:53
89;25;2014-09-04;09:31:12
18;26;2014-09-04;09:36:25
89;26;2014-09-04;09:37:47
86;6;2014-09-04;09:46:20
86;7;2014-09-04;09:47:29
86;8;2014-09-04;09:49:38
89;27;2014-09-04;09:49:51
86;9;2014-09-04;09:50:51
70;18;2014-09-04;09:56:58
92;17;2014-09-04;09:57:30
93;6;2014-09-04;09:58:40
93;7;2014-09-04;10:01:00
94;24;2014-09-04;10:01:20
94;25;2014-09-04;10:01:53
94;26;2014-09-04;10:01:56
86;10;2014-09-04;10:04:21
89;28;2014-09-04;10:04:42
86;11;2014-09-04;10:05:29
92;18;2014-09-04;10:06:04
94;28;2014-09-04;10:07:52
89;29;2014-09-04;10:07:55
81;10;2014-09-04;10:11:05
94;29;2014-09-04;10:13:43
81;11;2014-09-04;10:13:53
88;6;2014-09-04;10:15:12
93;8;2014-09-04;10:15:44
88;7;2014-09-04;10:17:25
89;30;2014-09-04;10:19:33
93;9;2014-09-04;10:19:55
86;12;2014-09-04;10:21:36
42;33;2014-09-04;10:21:41
86;13;2014-09-04;10:22:22
94;30;2014-09-04;10:24:42
89;31;2014-09-04;10:25:35
95;0;2014-09-04;10:25:40
95;1;2014-09-04;10:26:35
88;8;2014-09-04;10:26:49
17;19;2014-09-04;10:27:01
89;32;2014-09-04;10:27:17
89;33;2014-09-04;10:28:12
94;31;2014-09-04;10:29:18
95;2;2014-09-04;10:30:04
94;32;2014-09-04;10:31:18
92;19;2014-09-04;10:33:24
95;6;2014-09-04;10:33:49
81;12;2014-09-04;10:34:19
81;13;2014-09-04;10:34:59
75;3;2014-09-04;10:35:02
96;4;2014-09-04;10:36:17
70;19;2014-09-04;10:36:28
75;4;2014-09-04;10:36:52
96;5;2014-09-04;10:37:05
75;5;2014-09-04;10:37:23
88;9;2014-09-04;10:39:22
15;25;2014-09-04;10:43:01
86;14;2014-09-04;10:45:56
93;10;2014-09-04;10:46:00
15;26;2014-09-04;10:48:20
86;15;2014-09-04;10:49:23
93;11;2014-09-04;10:49:34
17;20;2014-09-04;10:49:40
16;8;2014-09-04;10:50:14
86;16;2014-09-04;10:51:10
16;9;2014-09-04;10:51:30
97;24;2014-09-04;10:51:44
92;20;2014-09-04;10:52:17
17;21;2014-09-04;10:52:53
92;21;2014-09-04;10:54:04
17;22;2014-09-04;10:55:19
15;27;2014-09-04;10:57:13
98;13;2014-09-04;10:57:23
92;22;2014-09-04;10:58:40
8;28;2014-09-04;10:59:54
95;3;2014-09-04;11:01:12
97;25;2014-09-04;11:02:14
86;17;2014-09-04;11:03:45
26;10;2014-09-04;11:04:59
95;4;2014-09-04;11:05:44
95;5;2014-09-04;11:06:40
31;12;2014-09-04;11:08:10
97;26;2014-09-04;11:08:50
86;18;2014-09-04;11:10:07
31;13;2014-09-04;11:10:58
99;0;2014-09-04;11:11:03
15;28;2014-09-04;11:12:06
86;19;2014-09-04;11:13:17
100;14;2014-09-04;11:16:35
15;29;2014-09-04;11:18:05
92;23;2014-09-04;11:21:27
17;23;2014-09-04;11:22:29
25;8;2014-09-04;11:23:02
90;2;2014-09-04;11:25:14
101;10;2014-09-04;11:25:22
102;0;2014-09-04;11:25:43
102;2;2014-09-04;11:25:56
95;7;2014-09-04;11:26:23
102;3;2014-09-04;11:26:49
70;20;2014-09-04;11:27:20
102;4;2014-09-04;11:27:41
102;5;2014-09-04;11:27:45
97;27;2014-09-04;11:28:18
101;11;2014-09-04;11:29:14
15;30;2014-09-04;11:30:04
95;8;2014-09-04;11:30:20
95;9;2014-09-04;11:32:10
70;21;2014-09-04;11:32:23
70;22;2014-09-04;11:37:42
92;24;2014-09-04;11:39:43
8;29;2014-09-04;11:42:05
88;10;2014-09-04;11:43:58
81;14;2014-09-04;11:44:08
88;11;2014-09-04;11:47:24
97;28;2014-09-04;11:50:26
4;33;2014-09-04;11:52:04
4;28;2014-09-04;11:53:06
4;19;2014-09-04;11:53:11
97;29;2014-09-04;11:54:29
101;12;2014-09-04;11:56:07
16;10;2014-09-04;11:56:28
94;33;2014-09-04;11:56:46
101;13;2014-09-04;11:57:44
100;15;2014-09-04;11:59:33
16;11;2014-09-04;11:59:37
103;5;2014-09-04;12:00:49
72;9;2014-09-04;12:02:07
90;3;2014-09-04;12:04:24
70;23;2014-09-04;12:05:29
90;4;2014-09-04;12:07:45
5;25;2014-09-04;12:09:02
104;0;2014-09-04;12:09:13
104;1;2014-09-04;12:09:33
100;16;2014-09-04;12:09:49
104;2;2014-09-04;12:11:00
97;30;2014-09-04;12:13:51
90;5;2014-09-04;12:14:06
18;27;2014-09-04;12:15:39
81;15;2014-09-04;12:15:51
5;26;2014-09-04;12:16:47
92;25;2014-09-04;12:19:23
53;25;2014-09-04;12:19:48
88;12;2014-09-04;12:22:27
53;26;2014-09-04;12:23:36
90;6;2014-09-04;12:24:14
90;7;2014-09-04;12:25:36
104;3;2014-09-04;12:27:26
92;26;2014-09-04;12:27:36
97;31;2014-09-04;12:27:41
97;32;2014-09-04;12:29:08
97;33;2014-09-04;12:30:42
104;4;2014-09-04;12:31:08
93;12;2014-09-04;12:31:09
104;5;2014-09-04;12:31:29
18;28;2014-09-04;12:32:12
5;27;2014-09-04;12:32:40
53;27;2014-09-04;12:32:45
93;13;2014-09-04;12:34:14
70;24;2014-09-04;12:35:45
105;15;2014-09-04;12:36:50
18;29;2014-09-04;12:38:24
31;14;2014-09-04;12:40:18
49;12;2014-09-04;12:43:34
92;27;2014-09-04;12:43:52
53;28;2014-09-04;12:44:42
53;29;2014-09-04;12:47:34
7;20;2014-09-04;12:47:57
106;0;2014-09-04;12:48:33
106;1;2014-09-04;12:48:40
106;2;2014-09-04;12:49:12
5;28;2014-09-04;12:49:21
7;21;2014-09-04;12:49:51
49;13;2014-09-04;12:50:38
88;13;2014-09-04;12:51:42
7;22;2014-09-04;12:53:10
5;29;2014-09-04;12:54:48
18;30;2014-09-04;12:55:54
103;6;2014-09-04;12:58:26
100;17;2014-09-04;12:58:27
93;14;2014-09-04;13:00:20
92;28;2014-09-04;13:01:21
103;7;2014-09-04;13:03:49
105;3;2014-09-04;13:05:54
100;18;2014-09-04;13:07:58
92;29;2014-09-04;13:10:09
18;31;2014-09-04;13:10:40
107;3;2014-09-04;13:12:11
103;8;2014-09-04;13:12:29
18;32;2014-09-04;13:13:06
108;0;2014-09-04;13:14:29
4;24;2014-09-04;13:14:37
98;14;2014-09-04;13:15:18
103;9;2014-09-04;13:15:26
103;11;2014-09-04;13:15:32
103;17;2014-09-04;13:15:37
103;16;2014-09-04;13:15:43
103;10;2014-09-04;13:15:51
74;19;2014-09-04;13:20:15
18;33;2014-09-04;13:21:28
100;19;2014-09-04;13:23:56
4;20;2014-09-04;13:24:04
107;4;2014-09-04;13:25:45
107;5;2014-09-04;13:26:36
88;14;2014-09-04;13:27:48
49;15;2014-09-04;13:32:10
6;21;2014-09-04;13:35:15
109;12;2014-09-04;13:35:56
88;15;2014-09-04;13:39:33
105;4;2014-09-04;13:40:08
96;6;2014-09-04;13:40:39
4;21;2014-09-04;13:40:51
105;5;2014-09-04;13:41:26
105;6;2014-09-04;13:41:35
105;7;2014-09-04;13:41:40
105;8;2014-09-04;13:41:43
105;9;2014-09-04;13:41:45
105;19;2014-09-04;13:41:56
49;16;2014-09-04;13:42:23
96;7;2014-09-04;13:43:01
4;22;2014-09-04;13:43:31
88;16;2014-09-04;13:46:37
5;30;2014-09-04;13:47:05
106;3;2014-09-04;13:47:13
106;4;2014-09-04;13:49:10
110;3;2014-09-04;13:50:34
106;5;2014-09-04;13:52:59
96;8;2014-09-04;13:53:03
110;4;2014-09-04;13:53:36
106;6;2014-09-04;13:53:38
106;7;2014-09-04;13:53:46
96;9;2014-09-04;13:54:25
110;5;2014-09-04;13:54:28
106;8;2014-09-04;13:55:06
106;9;2014-09-04;13:55:29
109;13;2014-09-04;13:55:36
10;23;2014-09-04;14:01:16
4;23;2014-09-04;14:05:14
5;32;2014-09-04;14:09:39
25;9;2014-09-04;14:09:47
25;11;2014-09-04;14:10:25
4;26;2014-09-04;14:11:55
90;8;2014-09-04;14:12:32
31;15;2014-09-04;14:13:33
66;6;2014-09-04;14:15:02
90;9;2014-09-04;14:15:58
31;16;2014-09-04;14:16:14
31;18;2014-09-04;14:16:43
66;7;2014-09-04;14:17:09
111;0;2014-09-04;14:20:02
66;8;2014-09-04;14:24:22
66;9;2014-09-04;14:26:00
112;0;2014-09-04;14:28:39
88;17;2014-09-04;14:29:56
109;14;2014-09-04;14:32:44
68;18;2014-09-04;14:34:56
22;5;2014-09-04;14:36:37
30;20;2014-09-04;14:38:44
106;10;2014-09-04;14:39:16
30;21;2014-09-04;14:41:09
30;22;2014-09-04;14:42:53
106;11;2014-09-04;14:43:05
66;10;2014-09-04;14:43:39
109;16;2014-09-04;14:43:53
66;11;2014-09-04;14:47:04
68;12;2014-09-04;14:48:17
68;13;2014-09-04;14:48:43
62;17;2014-09-04;14:53:12
88;18;2014-09-04;14:54:01
16;12;2014-09-04;14:54:02
16;13;2014-09-04;14:57:16
25;10;2014-09-04;15:00:16
85;16;2014-09-04;15:01:25
30;23;2014-09-04;15:03:24
110;6;2014-09-04;15:05:57
22;6;2014-09-04;15:06:29
110;7;2014-09-04;15:07:09
109;17;2014-09-04;15:07:45
22;7;2014-09-04;15:07:55
93;15;2014-09-04;15:08:54
22;8;2014-09-04;15:11:05
106;12;2014-09-04;15:12:10
22;9;2014-09-04;15:12:33
113;3;2014-09-04;15:15:24
109;18;2014-09-04;15:21:43
106;13;2014-09-04;15:23:31
114;0;2014-09-04;15:25:46
113;4;2014-09-04;15:25:59
114;1;2014-09-04;15:26:21
113;5;2014-09-04;15:26:21
49;17;2014-09-04;15:27:41
22;10;2014-09-04;15:29:28
22;11;2014-09-04;15:30:28
30;24;2014-09-04;15:31:56
115;14;2014-09-04;15:34:40
85;17;2014-09-04;15:37:25
49;18;2014-09-04;15:38:25
8;30;2014-09-04;15:38:27
85;18;2014-09-04;15:41:57
45;3;2014-09-04;15:42:50
11;23;2014-09-04;15:43:21
11;32;2014-09-04;15:43:46
30;25;2014-09-04;15:45:21
109;19;2014-09-04;15:45:57
62;18;2014-09-04;15:46:59
113;6;2014-09-04;15:49:20
116;0;2014-09-04;15:50:48
116;1;2014-09-04;15:51:06
62;19;2014-09-04;15:54:34
30;26;2014-09-04;15:54:41
113;7;2014-09-04;15:55:03
115;18;2014-09-04;15:56:57
93;16;2014-09-04;15:59:01
51;4;2014-09-04;15:59:14
22;12;2014-09-04;16:00:49
117;0;2014-09-04;16:01:24
49;19;2014-09-04;16:03:29
22;13;2014-09-04;16:03:35
85;19;2014-09-04;16:06:54
62;20;2014-09-04;16:14:03
118;0;2014-09-04;16:14:52
118;3;2014-09-04;16:15:10
118;2;2014-09-04;16:16:20
8;31;2014-09-04;16:20:19
119;0;2014-09-04;16:21:53
119;2;2014-09-04;16:22:24
22;14;2014-09-04;16:22:38
35;15;2014-09-04;16:29:08
3;20;2014-09-04;16:35:39
120;0;2014-09-04;16:36:42
113;8;2014-09-04;16:38:57
121;0;2014-09-04;16:39:12
121;1;2014-09-04;16:41:42
3;21;2014-09-04;16:43:07
121;2;2014-09-04;16:45:09
88;19;2014-09-04;16:45:19
6;23;2014-09-04;16:46:02
120;1;2014-09-04;16:47:40
120;2;2014-09-04;16:48:47
3;22;2014-09-04;16:52:10
95;10;2014-09-04;16:54:33
25;12;2014-09-04;16:54:59
95;11;2014-09-04;16:57:37
25;13;2014-09-04;16:59:09
113;9;2014-09-04;17:02:00
6;32;2014-09-04;17:02:49
122;0;2014-09-04;17:06:52
122;1;2014-09-04;17:07:36
22;15;2014-09-04;17:08:21
22;16;2014-09-04;17:14:09
3;23;2014-09-04;17:14:54
120;3;2014-09-04;17:27:06
22;17;2014-09-04;17:28:37
1;7;2014-09-04;17:28:56
1;8;2014-09-04;17:29:18
1;9;2014-09-04;17:29:26
